BldgType,CentralAir,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LotFrontage,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
TwnhsE,Y,1652,0,0,2,1196,0,1,0,298,0,0,2,499,2,2000,1652,0,1,5330,41,0,120,0,0,8,48,5,8,0,0,6,1494,96,2000,2000,2007,251000
1Fam,Y,970,0,0,2,630,0,1,0,340,0,0,1,624,2,1996,970,0,1,8480,80,0,20,0,0,7,24,6,5,0,192,5,970,0,1963,1963,2007,132500
1Fam,Y,1493,0,0,3,994,0,1,0,484,0,1,2,508,2,1997,1493,0,1,13125,75,0,20,215,0,4,39,5,6,0,0,7,1478,140,1997,1998,2008,208900
1Fam,Y,2069,574,0,3,0,0,0,0,2153,0,1,2,694,3,2006,2643,1,1,13693,105,0,60,772,0,3,84,5,9,0,0,9,2153,414,2006,2006,2007,380000
1Fam,Y,1718,0,0,3,1288,0,1,0,417,0,1,2,826,3,2007,1718,0,1,10637,79,0,20,336,0,9,44,5,8,0,0,7,1705,208,2007,2008,2009,297000
1Fam,Y,1131,0,0,2,168,0,0,0,739,0,0,1,672,2,1995,1131,0,1,5925,50,0,30,435,0,3,72,7,4,0,0,7,907,0,1937,2000,2007,89471
1Fam,Y,1850,0,0,3,1261,0,1,0,572,0,1,2,772,3,2004,1850,0,1,16033,98,0,20,378,0,3,112,5,9,0,0,8,1833,519,2004,2005,2006,326000
1Fam,Y,1792,0,0,2,1567,0,1,0,225,0,1,2,874,3,2003,1792,0,1,11846,72,0,20,562,0,8,49,5,9,0,0,6,1792,206,2003,2004,2006,374000
1Fam,Y,916,910,0,4,299,0,1,0,611,0,1,1,164,1,1915,1826,1,1,2500,50,0,70,0,0,6,0,8,7,0,0,7,910,0,1915,2005,2009,155000
Twnhs,Y,1216,0,0,2,897,0,1,0,319,0,0,2,402,2,1998,1216,0,1,4500,32,0,120,116,0,5,125,5,6,0,0,5,1216,0,1998,1998,2006,164000
1Fam,Y,999,0,0,3,588,0,1,0,411,0,0,1,264,1,1963,999,0,1,7758,88.07950954,0,20,0,0,3,132,7,5,0,0,6,999,0,1962,2001,2007,132500
1Fam,Y,1113,0,0,3,607,0,0,0,506,120,1,1,264,1,1950,1113,0,1,9600,80,0,20,0,0,7,80,7,5,0,0,5,1113,0,1950,2007,2009,147000
1Fam,Y,1073,0,0,3,836,0,1,0,237,0,0,1,515,2,1965,1073,1,1,10289,79,0,20,168,0,6,0,7,5,0,0,6,1073,0,1965,1965,2007,156000
1Fam,Y,1484,0,0,3,998,0,0,0,486,0,1,2,487,2,1971,1484,0,1,12243,70,0,20,0,0,2,0,6,5,0,180,7,1484,224,1971,1971,2007,175000
2fmCon,N,1766,648,0,3,664,0,0,0,290,0,1,2,520,2,1970,2414,0,2,10800,60,0,190,0,0,5,0,4,5,0,0,10,954,142,1900,1970,2006,160000
Twnhs,Y,630,0,0,1,515,0,1,0,115,0,0,1,286,1,1970,630,0,1,1526,21,0,180,0,0,5,0,8,4,0,0,3,630,0,1970,2002,2009,86000
TwnhsE,Y,616,688,0,3,0,0,0,0,264,0,1,1,336,1,1976,1304,1,1,2665,51.623638,0,160,0,0,6,24,6,5,0,0,4,264,141,1976,1976,2008,115000
1Fam,Y,958,620,0,3,403,165,1,0,238,32,2,1,240,1,1941,1578,0,1,9490,79,0,50,0,0,8,0,7,6,0,0,5,806,0,1941,1950,2006,133000
1Fam,Y,728,728,0,3,0,0,0,0,728,0,0,2,429,2,2006,1456,1,1,15578,105,0,60,0,0,5,0,5,6,0,0,8,728,0,2006,2006,2006,172785
1Fam,Y,1269,0,0,3,374,532,0,0,363,0,1,1,308,1,1964,1269,1,1,7931,70,0,20,0,0,6,0,6,5,0,0,6,1269,0,1960,1960,2008,155000
1Fam,Y,886,0,0,2,0,0,0,0,190,80,0,1,273,1,1938,886,0,1,5784,50,0,30,0,0,12,20,8,5,0,0,4,190,144,1938,1996,2009,91300
1Fam,Y,3228,0,0,4,1231,0,1,0,1969,291,1,3,546,2,1992,3228,0,1,12692,112.6587768,0,20,0,0,5,75,5,8,0,0,10,3200,264,1992,1993,2007,430000
1Fam,Y,1133,687,0,4,329,0,1,0,697,0,0,2,240,1,1925,1820,0,1,9120,60,0,50,0,0,6,100,6,7,0,0,8,1026,0,1925,1950,2008,184000
1Fam,Y,899,0,0,3,450,0,0,0,414,0,0,1,288,1,1967,899,0,1,7800,65,0,20,89,0,6,0,7,5,0,0,5,864,64,1967,2004,2009,130000
1Fam,Y,912,0,0,2,111,279,0,1,522,0,0,1,297,1,1958,912,0,1,7535,70,0,20,0,480,6,285,7,5,0,0,5,912,12,1958,1985,2007,120000
Twnhs,Y,672,546,0,3,356,0,0,0,316,0,0,1,264,1,1973,1218,1,1,1890,21,0,160,285,0,5,28,5,6,0,0,7,672,144,1973,1973,2007,113000
1Fam,Y,866,902,0,3,400,0,0,0,466,0,0,2,603,2,2005,1768,1,1,9803,75,0,60,0,0,2,108,5,7,0,0,7,866,0,2005,2005,2008,226700
1Fam,Y,1214,0,0,2,698,96,1,0,420,184,0,1,461,2,1965,1214,0,1,9170,70,0,20,0,400,4,0,7,5,0,0,6,1214,0,1965,1965,2007,140000
1Fam,Y,1801,0,0,1,1247,0,1,0,254,0,2,2,484,2,1959,1801,0,1,15602,100,0,20,0,0,3,54,8,7,0,161,6,1501,0,1959,1997,2010,289000
TwnhsE,Y,855,467,0,3,257,495,0,1,103,0,1,2,440,2,1974,1322,1,1,2308,24,0,160,0,0,6,0,5,6,0,0,6,855,260,1974,1974,2009,147000
Duplex,Y,960,1000,0,4,0,0,0,0,960,0,0,2,400,2,1952,1960,0,2,7596,60,0,90,360,0,7,0,5,5,0,0,10,960,0,1952,1952,2009,124500
1Fam,Y,1065,846,0,3,380,0,0,0,397,0,1,2,471,2,1993,1911,1,1,9554,80,0,60,125,0,9,81,5,8,0,0,8,777,182,1993,1994,2006,215000
1Fam,Y,1218,0,0,2,27,0,0,0,1191,0,0,2,676,2,2009,1218,0,1,7862,75,0,20,0,0,9,102,5,6,0,0,4,1218,0,2009,2009,2009,208300
1Fam,Y,689,689,0,3,141,0,0,0,548,116,1,2,360,2,1928,1378,0,1,9600,60,0,70,0,0,10,0,9,7,0,0,7,689,0,1928,2005,2008,161000
1Fam,Y,1041,0,0,3,991,0,1,0,50,0,0,1,270,1,1959,1041,0,1,9600,80,0,20,132,0,7,88,6,5,0,0,6,1041,224,1959,1959,2009,124500
1Fam,Y,1363,0,0,2,650,180,1,0,178,0,2,1,288,1,1951,1363,0,1,14559,75,0,20,70,2000,6,42,7,5,0,168,6,1008,324,1951,2000,2009,164900
TwnhsE,Y,1368,0,0,2,0,0,0,0,1368,0,1,2,474,2,2005,1368,0,1,6792,40,0,120,94,0,3,35,5,7,0,0,6,1368,132,2005,2006,2006,202665
1Fam,Y,864,0,0,3,521,174,1,0,169,0,0,1,624,2,1964,864,0,1,9100,70,0,20,0,0,7,0,5,5,0,0,5,864,0,1958,1958,2006,129900
1Fam,Y,1080,0,0,3,336,0,0,0,748,158,0,1,484,2,1983,1080,1,1,9187,71,0,20,0,0,6,0,5,6,0,0,5,1084,120,1983,1983,2007,134000
1Fam,N,789,0,0,2,0,0,0,0,768,112,0,1,200,1,1926,789,0,1,10594,55,0,45,0,0,6,0,5,5,0,0,5,768,0,1926,1950,2007,96500
1Fam,Y,2020,0,0,3,1436,0,1,0,570,0,1,2,900,3,2009,2020,1,1,12220,94,0,20,305,0,9,54,5,10,0,0,9,2006,156,2009,2009,2009,402861
1Fam,Y,1378,741,0,3,0,0,0,0,689,0,1,2,583,2,1972,2119,1,1,10448,102.2154587,0,80,333,0,8,104,6,6,0,0,7,689,0,1972,1972,2009,158000
1Fam,Y,1277,1067,0,3,0,0,0,0,1264,0,1,2,889,3,1996,2344,1,1,10208,79,0,60,921,0,7,0,5,7,0,0,7,1264,220,1996,1997,2009,265000
1Fam,Y,882,914,0,3,706,0,1,0,88,0,0,2,546,2,1998,1796,1,1,9531,59.91111111,0,60,0,0,5,36,5,6,0,0,7,794,0,1998,1998,2007,211000
1Fam,Y,1276,804,0,3,0,0,0,0,1276,0,2,1,282,1,1926,2080,1,1,10918,53,0,70,0,0,6,0,9,7,0,145,9,1276,0,1926,2004,2009,234000
1Fam,Y,1244,0,0,3,777,0,0,0,467,0,2,1,336,1,1957,1244,1,1,11988,90,0,20,0,0,5,40,6,6,0,0,6,1244,0,1957,1957,2007,150000
1Fam,Y,1004,660,0,3,399,0,0,0,605,36,2,2,420,2,1950,1664,0,1,5000,50,0,50,0,0,10,24,7,6,0,0,7,1004,0,1947,1950,2006,159000
1Fam,Y,3138,1538,0,3,2260,0,1,0,878,0,1,3,884,3,2007,4676,1,1,40094,130,0,60,762,0,10,406,5,10,0,0,11,3138,208,2007,2008,2007,184750
1Fam,Y,1383,1015,0,3,719,0,1,0,660,0,1,2,834,3,1996,2398,1,1,11787,95,0,60,594,0,8,60,5,7,0,0,8,1379,239,1996,1997,2007,315750
1Fam,Y,1266,0,0,3,0,0,0,0,1257,0,1,2,453,2,2005,1266,0,1,7500,62,0,20,0,0,4,144,5,7,0,0,6,1257,38,2005,2005,2006,176000
1Fam,Y,928,0,0,2,377,0,0,0,551,156,0,1,252,1,1956,928,0,1,13300,70,0,20,0,0,6,0,7,5,0,0,4,928,261,1956,2000,2007,132000
1Fam,Y,1476,1237,0,3,1330,0,1,0,122,0,1,2,858,3,2008,2713,1,1,14948,67,0,60,268,0,11,66,5,9,0,0,11,1452,126,2008,2008,2008,446261
1Fam,Y,2515,0,0,4,1219,0,1,0,816,200,2,3,484,2,1975,2515,0,2,32668,59.91111111,0,20,0,0,3,0,3,6,0,0,9,2035,0,1957,1975,2007,200624
1Fam,Y,1509,0,0,3,783,0,1,0,678,0,1,2,600,2,1988,1509,0,1,10200,85,0,80,219,0,8,0,5,6,0,0,5,1461,224,1988,1989,2008,175000
1Fam,Y,751,611,0,3,0,0,0,0,611,84,0,2,502,2,1920,1362,0,1,6155,60,0,70,0,0,6,0,8,6,0,0,6,611,0,1920,1999,2008,128000
1Fam,Y,827,0,0,2,0,0,0,0,0,0,1,1,392,1,1967,827,0,1,7200,60,0,20,0,0,4,0,7,5,0,0,5,0,0,1955,2007,2010,107500
1Fam,Y,707,707,0,3,0,0,0,0,707,0,1,2,403,2,2004,1414,1,1,9056,74,0,60,0,0,10,35,5,8,0,0,6,707,100,2004,2004,2006,178000
1Fam,Y,880,844,0,3,0,0,0,0,880,0,0,2,527,2,1998,1724,1,1,8924,57,0,60,0,0,7,155,5,7,0,0,8,880,120,1998,1999,2008,188000
1Fam,Y,864,0,0,3,600,0,0,0,264,0,0,1,576,2,1980,864,0,1,12735,112.8494572,0,20,0,0,4,0,5,4,0,0,5,864,216,1972,1972,2008,111250
1Fam,Y,1159,0,0,3,673,0,0,0,378,0,1,1,336,1,1968,1159,1,1,11553,107.4848827,0,20,188,0,7,0,5,5,0,0,7,1051,466,1968,1968,2006,158000
1Fam,Y,1601,0,0,3,1358,0,1,0,223,0,1,2,670,2,2001,1601,0,1,11423,106.8784356,0,20,479,2000,5,0,5,8,0,0,6,1581,180,2001,2002,2010,272000
1Fam,Y,1838,0,0,2,1260,0,1,0,578,0,1,2,765,3,2006,1838,0,1,14601,85,0,20,584,0,3,68,5,9,0,0,8,1838,270,2006,2006,2009,315000
1Fam,Y,997,1288,0,4,0,0,0,0,969,0,1,2,648,3,2000,2285,1,1,11000,104.8808848,0,60,72,0,6,56,5,8,0,0,8,969,0,2000,2000,2007,248000
1Fam,Y,1680,0,0,3,144,1127,1,0,379,0,1,2,583,2,1998,1680,0,1,10140,78,0,20,0,0,6,73,5,7,0,0,7,1650,78,1998,1999,2009,213250
TwnhsE,Y,767,0,0,1,584,139,1,0,0,0,0,1,367,1,1998,767,0,1,4058,34,0,120,182,0,6,40,5,7,0,0,4,723,120,1998,1998,2007,133000
1Fam,Y,664,832,0,3,554,0,1,0,100,0,1,2,426,2,2006,1496,1,1,17104,58,0,60,0,0,9,24,5,7,0,0,7,654,100,2006,2006,2006,179665
1Fam,Y,1377,806,0,4,1002,202,0,0,0,0,0,2,786,3,1988,2183,1,1,13837,117.6307783,0,50,178,0,2,0,5,7,0,0,9,1204,0,1988,1988,2006,229000
1Fam,Y,915,720,144,3,300,0,0,0,765,0,1,1,440,2,1950,1635,1,1,8737,70,0,50,0,0,5,38,7,6,0,0,6,1065,0,1923,1950,2007,210000
1Fam,Y,768,0,0,2,619,0,1,0,149,0,0,1,624,2,1987,768,0,1,7244,54,0,85,0,0,4,0,7,5,0,0,5,768,104,1970,1970,2007,129500
1Fam,Y,825,0,0,2,180,645,1,0,0,0,0,1,720,2,1963,825,0,1,8235,49,0,20,0,0,6,50,7,5,0,0,4,825,140,1955,1995,2008,125000
1Fam,Y,912,1182,0,4,0,0,0,0,912,0,1,2,615,2,2003,2094,1,1,9375,75,0,60,0,0,11,182,5,7,0,0,8,912,182,2003,2004,2009,263000
TwnhsE,Y,1069,0,0,2,559,0,0,0,510,0,0,2,440,2,1977,1069,0,1,4043,53,0,120,0,0,10,55,6,6,0,200,4,1069,0,1977,1977,2008,140000
1Fam,Y,928,0,0,3,308,0,0,0,620,0,0,1,288,1,1957,928,0,1,6000,50,0,20,0,0,6,0,6,5,0,0,5,928,0,1957,1957,2008,112500
1Fam,Y,1717,0,0,3,0,0,0,0,1709,0,1,2,908,3,2006,1717,0,1,11146,87,0,20,250,0,7,39,5,8,0,0,7,1709,169,2006,2006,2009,255500
1Fam,Y,1126,0,0,2,0,0,0,0,0,0,0,2,520,2,2002,1126,0,1,8777,67,0,20,0,0,5,96,5,4,0,0,5,0,0,1949,2003,2009,108000
1Fam,Y,1006,1040,0,3,866,0,1,0,132,0,1,2,871,3,2003,2046,1,1,10625,85,0,60,292,0,8,62,5,7,0,0,8,998,320,2003,2004,2008,284000
1Fam,Y,1048,0,0,2,0,0,0,0,993,116,1,1,280,1,1922,1048,0,1,6380,58,0,45,0,0,8,0,6,5,0,0,5,993,0,1922,1950,2006,113000
1Fam,Y,1092,0,0,2,895,0,1,0,197,0,1,1,299,1,1957,1092,0,1,14850,69,0,20,0,0,5,0,5,5,0,122,6,1092,268,1957,1957,2006,141000
1Fam,Y,897,439,0,3,637,0,0,0,0,120,0,1,570,1,1994,1336,1,1,11040,60,0,50,0,0,9,47,6,4,0,0,7,637,0,1920,1950,2006,108000
1Fam,Y,729,717,0,3,604,0,0,1,125,0,1,2,406,2,1996,1446,1,1,21872,57,0,60,0,0,8,22,5,7,0,0,6,729,264,1996,1997,2008,175000
TwnhsE,Y,1557,0,0,2,0,0,0,0,1374,0,1,2,420,2,2003,1557,0,1,3196,56.5331761,0,120,18,0,10,20,5,7,0,0,7,1374,143,2003,2004,2006,234000
1Fam,Y,1392,0,0,3,1302,0,1,0,90,0,1,1,528,2,1957,1392,1,1,11341,106.4941313,0,20,180,0,5,0,6,5,0,95,5,1392,0,1957,1996,2010,121500
1Fam,Y,1389,0,0,2,1071,123,1,0,195,0,1,1,418,2,1975,1389,0,1,10010,77,0,20,0,0,4,38,5,5,0,0,6,1389,240,1974,1975,2006,170000
1Fam,Y,1163,511,0,4,0,0,0,0,1163,0,1,2,396,2,1955,1674,0,1,21780,66,0,50,0,0,7,36,7,6,0,144,8,1163,72,1918,1950,2008,185000
1Fam,Y,1166,1129,0,4,728,0,1,0,367,0,1,2,590,2,1992,2295,1,1,13346,59.91111111,0,60,0,0,7,40,5,7,0,0,9,1095,0,1992,2000,2006,268000
1Fam,N,841,806,0,4,0,0,1,0,806,136,0,1,216,1,1920,1647,1,1,6858,66,0,70,0,0,5,66,4,6,0,0,6,806,0,1915,1950,2010,128000
1Fam,Y,1134,1370,0,4,0,0,0,0,1122,0,1,2,656,3,2005,2504,1,1,11198,77,0,60,245,0,6,39,5,9,0,0,11,1122,144,2005,2007,2008,325000
1Fam,Y,1535,0,0,3,2,0,0,0,1515,0,0,2,532,2,2004,1535,0,1,10171,70,0,20,168,0,3,0,5,7,0,0,7,1517,0,2004,2004,2010,214000
1Fam,Y,1496,636,0,1,1441,0,1,0,55,0,1,1,612,2,1983,2132,1,1,12327,79,0,50,0,0,9,40,8,8,0,0,5,1496,349,1983,2009,2009,316600
Duplex,Y,943,0,0,2,943,0,1,0,0,0,2,1,600,2,1979,943,0,1,7032,83.85702117,0,90,0,0,12,0,5,5,0,0,4,943,42,1979,1979,2006,135960
Duplex,Y,1728,0,0,6,231,0,0,0,1497,0,0,2,576,2,1987,1728,0,2,13101,74,0,90,108,0,11,0,5,5,0,0,10,1728,0,1965,1965,2008,142600
1Fam,Y,864,0,0,2,414,0,1,0,450,0,0,1,288,1,1959,864,0,1,7332,60,0,20,207,0,10,0,6,6,0,0,4,864,168,1959,1959,2006,120000
1Fam,Y,846,846,0,3,0,0,0,0,846,0,0,2,650,2,2009,1692,1,1,13159,83,0,60,0,0,7,114,5,7,0,0,6,846,208,2009,2009,2009,224500
1Fam,Y,774,656,0,3,0,0,0,0,384,0,1,2,400,2,2000,1430,1,1,9967,76,0,80,0,0,12,0,5,7,0,0,8,384,100,2000,2000,2007,170000
1Fam,Y,576,533,0,3,349,0,0,1,23,0,0,1,288,1,1971,1109,0,1,10500,70,0,80,82,0,12,0,7,5,0,0,5,372,35,1971,2005,2007,139000
1Fam,Y,832,384,0,2,442,0,0,0,390,102,0,1,336,1,1947,1216,0,1,8480,80,0,50,0,0,10,0,5,5,0,0,6,832,158,1947,1950,2008,118500
1Fam,Y,877,600,0,3,0,0,0,1,861,0,1,2,216,1,1928,1477,0,1,6292,52,0,50,0,0,8,50,7,7,0,0,6,861,0,1928,1950,2009,145000
1Fam,Y,1320,0,0,3,328,551,1,0,285,240,2,1,564,2,1966,1320,0,1,11777,96,0,80,97,0,5,68,6,5,0,0,6,1164,160,1966,1966,2006,164500
TwnhsE,Y,703,689,0,2,0,0,0,0,689,0,0,2,540,2,2007,1392,0,1,3604,34,0,160,0,0,2,102,5,7,0,0,5,689,0,2007,2007,2008,146000
1Fam,N,1050,745,0,4,0,0,0,0,1050,0,0,2,352,1,1954,1795,0,1,12150,81,0,50,335,0,11,0,5,5,0,0,7,1050,0,1954,1954,2008,131500
1Fam,Y,1429,0,0,3,594,219,0,1,331,0,2,1,572,2,1960,1429,0,1,14585,59.91111111,0,20,85,0,6,110,6,6,0,0,7,1144,216,1960,1987,2007,181900
1Fam,Y,2042,0,0,3,0,0,0,0,2042,0,1,2,1390,3,2009,2042,1,1,12704,98,0,20,306,0,8,90,5,8,0,0,8,2042,0,2008,2009,2009,253293
1Fam,Y,1521,1254,0,3,0,0,0,0,1237,0,1,3,880,2,1988,2775,1,1,13500,75,0,75,0,0,7,502,9,10,0,0,9,1237,105,1893,2000,2008,325000
1Fam,Y,989,584,0,3,0,0,0,0,884,54,0,1,240,1,1935,1573,0,1,6120,51,0,50,0,0,7,0,7,4,0,120,6,884,0,1935,1995,2009,133000
1Fam,Y,2028,0,0,2,1460,0,1,0,408,0,2,2,880,3,2005,2028,0,1,11443,88,0,20,208,0,3,66,5,8,0,0,7,1868,326,2005,2006,2006,369900
1Fam,Y,838,0,0,2,210,606,1,0,0,112,0,1,275,1,1961,838,0,1,10267,55,0,30,0,0,5,0,7,6,0,0,5,816,0,1918,2000,2008,130000
1Fam,Y,860,0,0,2,672,0,1,0,168,0,0,1,528,2,1996,860,0,1,8740,74,0,85,0,0,7,0,6,5,0,0,4,840,0,1982,1982,2009,137000
1Fam,Y,1473,0,0,1,1324,0,2,0,113,0,2,1,452,1,1968,1473,0,1,25095,65,0,20,0,0,6,48,8,5,0,60,5,1437,0,1968,2003,2009,143000
1Fam,Y,779,0,0,2,0,0,0,0,742,0,0,1,308,1,1988,935,0,1,9100,50,156,40,0,600,8,0,6,5,0,0,4,742,0,1930,1960,2008,79500
1Fam,Y,770,812,0,3,490,0,0,0,280,0,0,2,520,2,2004,1582,1,1,8320,64,0,60,0,0,9,45,5,7,0,0,6,770,0,2004,2004,2008,185900
1Fam,Y,1728,568,0,3,1338,0,1,0,384,0,1,2,842,3,2008,2296,1,1,13478,97,0,60,420,0,6,274,5,10,0,0,10,1722,382,2008,2008,2009,451950
1Fam,Y,816,0,0,2,816,0,1,0,0,0,0,1,816,2,1985,816,0,1,6600,60,0,20,0,0,6,0,8,5,0,0,4,816,0,1982,2003,2008,138000
TwnhsE,Y,848,0,0,1,685,0,1,0,163,0,0,1,420,2,2003,848,0,1,4435,66.59579566,0,120,170,0,5,0,5,6,0,0,4,848,140,2003,2003,2009,140000
1Fam,Y,924,0,0,3,0,0,0,0,924,0,0,1,280,1,1981,924,0,1,7990,88,0,20,0,0,4,0,6,5,0,0,5,924,0,1975,1975,2008,110000
1Fam,Y,1826,0,0,3,1422,0,1,0,392,0,1,2,758,3,2005,1826,0,1,11302,69,0,20,238,0,8,75,5,8,0,120,7,1814,180,2005,2006,2006,319000
1Fam,N,684,684,0,3,0,0,0,0,684,0,0,1,216,1,1930,1368,0,1,3600,60,0,70,0,0,10,158,7,6,0,0,7,684,0,1910,1993,2006,114504
TwnhsE,Y,1402,0,0,2,0,0,0,2,1258,0,1,0,648,3,2006,1402,2,1,3922,53,0,120,72,0,2,16,5,7,0,0,7,1258,120,2006,2007,2007,194201
1Fam,Y,1647,0,0,3,1283,147,1,0,0,0,1,2,621,2,1977,1647,0,1,12984,80,0,20,459,0,3,0,6,5,0,0,7,1430,0,1977,1977,2006,217500
Twnhs,Y,716,840,0,3,81,612,1,0,23,0,1,2,452,2,1980,1556,1,1,1950,24,0,160,0,0,7,0,6,6,0,0,6,716,161,1980,1980,2008,151000
1Fam,Y,1058,846,0,3,546,0,1,0,512,0,1,2,736,2,2003,1904,1,1,10927,74,0,60,280,0,6,60,5,8,0,0,8,1058,179,2005,2005,2006,275000
1Fam,Y,780,595,0,3,0,0,0,0,780,0,1,1,544,1,1979,1375,1,1,9000,50,0,50,0,0,12,162,6,6,0,126,6,780,0,1937,1950,2007,141000
1Fam,Y,927,988,0,3,789,0,1,0,119,0,1,2,506,2,1992,1915,1,1,10041,80,0,60,0,0,2,150,5,8,0,0,8,908,120,1992,1992,2006,220000
TwnhsE,Y,600,600,0,2,0,0,0,0,600,0,0,2,480,2,2004,1200,1,1,3182,30,0,160,0,0,6,172,5,7,0,0,4,600,0,2004,2005,2010,151000
1Fam,Y,1494,0,0,3,922,0,1,0,572,0,1,2,530,2,2002,1494,0,1,12803,88,0,20,99,0,9,36,5,7,0,0,6,1494,192,2002,2002,2008,221000
1Fam,Y,1186,800,0,3,454,0,0,0,314,0,3,2,486,2,1965,1986,1,1,13600,85,0,60,176,0,10,42,6,7,0,189,7,768,0,1965,1990,2009,205000
1Fam,Y,1040,0,0,3,732,0,1,0,308,0,0,1,576,2,2000,1040,0,1,12464,82,0,20,0,0,11,0,5,5,0,0,6,1040,168,1996,1996,2009,152000
1Fam,Y,1112,896,0,3,603,0,1,0,293,0,0,3,230,1,1948,2008,0,1,7800,78,0,20,0,0,8,0,8,5,0,0,8,896,103,1948,2002,2006,225000
1Fam,Y,1940,1254,0,4,428,0,0,0,537,0,2,2,380,2,1934,3194,1,1,12168,78,0,70,0,0,9,0,6,8,0,0,10,965,0,1934,1998,2007,359100
1Fam,Y,1029,0,0,3,903,0,1,0,126,39,0,1,261,1,1961,1029,0,1,7943,61,0,20,192,0,4,0,5,4,0,0,5,1029,64,1961,1961,2007,118500
1Fam,Y,1476,677,0,3,904,0,1,0,536,0,2,2,736,3,2000,2153,1,1,11050,105.1189802,0,60,204,0,5,142,5,9,0,0,8,1440,253,2000,2000,2009,313000
1Fam,Y,1032,0,0,3,605,0,0,1,427,0,1,2,564,2,1978,1032,0,1,10395,101.9558728,0,80,233,500,7,0,6,6,0,0,6,1032,0,1978,1978,2007,148000
1Fam,Y,1299,573,0,3,990,0,1,0,309,0,1,2,531,2,2001,1872,1,1,11885,109.0183471,0,60,108,0,11,122,5,8,0,0,7,1299,160,2001,2001,2009,261500
1Fam,Y,1054,0,0,3,763,0,1,0,173,0,0,1,480,2,1963,1054,0,1,8800,80,0,85,156,0,5,0,7,6,0,0,6,936,120,1963,1963,2010,137500
1Fam,Y,807,702,0,3,457,0,1,0,326,0,1,2,393,2,2002,1509,1,1,7861,88.66228059,0,60,0,0,6,75,5,6,0,0,7,783,100,2002,2003,2006,183200
1Fam,Y,832,0,0,2,0,0,0,0,832,0,0,1,528,2,1962,832,0,1,7227,59,0,45,0,0,6,0,6,6,0,0,4,832,0,1954,1954,2008,105500
1Fam,Y,1828,0,0,3,48,0,0,0,1774,0,1,2,774,3,2007,1828,0,1,11694,90,0,20,452,0,7,108,5,9,0,260,9,1822,0,2007,2007,2007,314813
1Fam,Y,1482,780,0,4,871,0,1,0,611,0,2,2,749,3,2003,2262,1,1,12244,85,0,60,226,0,8,0,5,8,0,0,10,1482,168,2003,2003,2008,305000
1Fam,Y,1548,1066,0,4,956,182,0,0,384,0,1,2,624,2,1974,2614,1,1,10800,90,0,60,0,0,6,243,7,6,0,0,9,1522,38,1974,1997,2008,240000
1Fam,Y,980,0,0,3,560,0,0,0,420,0,0,1,484,2,1986,980,0,1,7064,71,0,20,153,0,7,0,6,5,0,0,6,980,192,1977,1977,2009,135000
TwnhsE,Y,756,756,0,2,420,0,0,0,336,0,1,2,440,2,2000,1512,1,1,2117,46.01086828,0,160,513,0,6,32,5,6,0,0,4,756,0,2000,2000,2007,168500
1Fam,Y,1012,778,0,4,247,0,1,0,485,0,1,1,484,2,1972,1790,2,1,10400,80,0,60,288,0,11,0,5,6,0,147,8,732,148,1972,1972,2006,165150
1Fam,Y,1116,0,0,3,0,0,0,0,1116,0,0,1,440,2,1962,1116,1,1,10000,87,0,20,261,0,2,0,6,6,0,385,5,1116,0,1962,1962,2010,160000
1Fam,Y,1422,0,0,3,0,0,0,0,978,36,1,1,286,1,1960,1422,0,1,12342,111.0945543,0,20,0,600,8,0,5,5,0,0,6,978,0,1960,1978,2007,139900
1Fam,Y,1520,0,0,3,674,132,1,0,350,189,2,1,364,1,1955,1520,0,1,9600,80,0,80,164,0,3,0,6,6,0,0,7,1156,0,1955,1972,2010,153000
1Fam,Y,1040,1040,0,5,650,0,0,1,390,0,2,1,504,2,1969,2080,2,1,11606,70,0,60,192,0,9,0,5,5,0,0,9,1040,335,1969,1969,2007,135000
1Fam,Y,1350,0,0,3,624,336,1,0,288,0,0,1,520,2,1964,1350,1,1,9020,82,0,80,259,0,6,0,5,6,0,0,6,1248,176,1964,1964,2008,168500
1Fam,Y,1089,661,0,3,0,0,0,0,636,293,0,1,240,1,1937,1750,0,1,9000,50,0,70,0,0,6,0,6,5,0,0,8,636,0,1880,1991,2006,124000
Twnhs,Y,1554,0,0,2,24,0,0,0,1530,0,1,2,627,2,2006,1554,0,1,4590,34,0,120,108,0,8,73,5,8,0,0,6,1554,156,2006,2006,2007,209500
1Fam,Y,1411,0,0,3,822,0,0,0,564,0,1,2,544,2,1977,1411,0,1,11900,85,0,20,209,0,4,0,5,7,0,0,6,1386,192,1977,1977,2009,82500
1Fam,Y,1056,0,0,3,480,468,0,1,108,0,0,1,260,1,1954,1056,0,1,9250,80,0,20,0,0,7,0,7,5,0,0,6,1056,390,1954,2005,2007,139400
